-BEGIN HEADER-;;;;;
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ;;;;;
Dates (month/day/year): 01/01/2012 through 12/31/2021 ;;;;;
Location: Latitude  -33.7453   Longitude -70.0584 ;;;;;
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 3232.94 meters;;;;;
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ;;;;;
Parameter(s): ;;;;;
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ;;;;;
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ;;;;;
PREC     MERRA-2 Precipitation Corrected (mm/day) ;;;;;
T2M     MERRA-2 Temperature at 2 Meters (C) ;;;;;
WS2M     MERRA-2 Wind Speed at 2 Meters (m/s) ;;;;;
-END HEADER-;;;;;
;QV2M (g/kg) ;RH2M (%);Prec (mm);T2M ( C);WS2M (m/S)
15-09-2014;2.38;39.0;0.0;2.63;1.85
16-09-2014;2.87;56.12;0.06;-0.07;2.43
17-09-2014;2.87;53.44;0.04;0.35;1.91
18-09-2014;2.56;50.5;0.07;-0.27;1.62
19-09-2014;2.87;62.56;0.0;-1.98;2.02
20-09-2014;2.81;46.12;0.0;2.1;1.55
21-09-2014;3.3;55.12;0.25;2.04;2.96
22-09-2014;3.3;78.81;0.05;-3.38;3.55
23-09-2014;2.01;60.5;0.0;-5.6;4.09
24-09-2014;2.69;66.0;0.01;-3.43;3.72
25-09-2014;2.26;65.12;0.12;-5.7;5.11
26-09-2014;2.08;51.06;0.0;-3.03;2.71
27-09-2014;3.11;67.25;0.02;-1.74;3.18
28-09-2014;3.36;67.75;0.0;-0.91;3.66
29-09-2014;3.91;78.19;0.0;-0.98;2.39
30-09-2014;2.2;44.44;0.0;0.22;2.04
01-10-2014;2.99;47.31;0.0;2.87;2.47
02-10-2014;3.42;46.62;0.0;4.72;2.26
03-10-2014;3.78;54.44;1.03;3.99;2.82
04-10-2014;3.48;77.19;1.63;-2.45;2.88
05-10-2014;2.93;57.69;0.02;0.28;1.88
06-10-2014;1.71;21.38;0.0;5.88;2.2
07-10-2014;2.26;30.06;0.0;5.12;2.33
08-10-2014;2.75;48.81;0.0;0.99;3.84
09-10-2014;1.83;39.88;0.0;-0.86;4.05
10-10-2014;1.83;36.44;0.0;0.12;3.13
11-10-2014;1.65;32.69;0.0;0.5;3.0
12-10-2014;1.71;28.19;0.0;2.83;2.24
13-10-2014;2.08;33.88;0.0;2.8;2.59
14-10-2014;2.5;35.12;0.0;4.4;2.72
15-10-2014;2.32;36.5;0.0;2.73;4.15
16-10-2014;2.32;39.06;0.0;2.46;2.74
17-10-2014;2.01;41.75;0.0;-0.26;4.98
18-10-2014;2.69;60.12;0.0;-2.34;2.91
19-10-2014;2.87;48.5;0.0;2.4;2.3
20-10-2014;3.23;38.88;0.0;5.85;1.48
21-10-2014;3.6;40.31;0.0;8.09;2.02
22-10-2014;4.27;46.31;0.0;8.9;1.9
23-10-2014;4.88;52.0;0.0;8.87;1.83
24-10-2014;4.27;44.88;0.0;9.52;1.85
25-10-2014;4.09;41.81;0.0;10.06;1.71
26-10-2014;5.13;60.81;0.09;6.82;2.99
27-10-2014;3.85;57.69;0.07;3.98;3.54
28-10-2014;3.72;60.5;0.0;2.73;3.9
29-10-2014;2.69;56.25;0.02;-0.52;4.03
30-10-2014;1.89;42.5;0.0;-0.96;2.92
31-10-2014;1.77;35.75;0.0;0.16;2.88
01-11-2014;1.95;42.19;0.12;-1.01;2.55
02-11-2014;2.01;46.75;0.02;-1.2;3.36
03-11-2014;1.28;30.56;0.01;-1.55;3.38
04-11-2014;1.46;29.81;0.0;1.22;2.73
05-11-2014;1.83;34.88;0.0;0.64;3.37
06-11-2014;1.95;34.62;0.0;1.76;3.23
07-11-2014;1.59;24.56;0.0;4.2;1.9
08-11-2014;2.32;29.69;0.0;6.7;1.88
09-11-2014;2.81;38.88;0.01;5.72;2.59
10-11-2014;2.56;39.38;0.02;3.9;2.45
11-11-2014;2.75;44.94;0.0;2.62;2.59
12-11-2014;2.26;42.94;0.01;1.94;2.73
13-11-2014;1.95;28.12;0.0;5.22;1.6
14-11-2014;3.17;35.44;0.0;8.8;1.72
15-11-2014;4.27;42.12;0.0;9.96;1.34
16-11-2014;4.94;56.38;0.0;7.83;1.37
17-11-2014;5.25;59.5;0.0;7.66;2.29
18-11-2014;4.52;63.5;0.0;4.55;3.3
19-11-2014;3.17;54.0;0.0;2.21;3.09
20-11-2014;3.17;59.25;0.0;0.76;3.04
21-11-2014;1.95;41.56;0.0;0.47;3.09
22-11-2014;2.01;29.25;0.0;4.4;2.52
23-11-2014;2.38;35.38;0.0;3.72;3.38
24-11-2014;2.87;49.69;0.0;1.36;2.88
25-11-2014;2.87;48.5;0.0;2.55;2.7
26-11-2014;1.83;29.06;0.0;4.65;1.99
27-11-2014;1.89;24.56;0.03;5.6;2.14
28-11-2014;2.38;32.0;0.0;5.51;2.44
29-11-2014;3.54;70.69;4.95;-1.08;3.04
30-11-2014;2.44;57.38;0.11;-1.98;2.61
01-12-2014;1.95;35.94;0.0;2.21;1.31
02-12-2014;2.87;35.75;0.0;6.28;1.97
03-12-2014;2.81;26.25;0.0;11.13;1.8
04-12-2014;3.3;27.12;0.0;12.8;1.78
05-12-2014;3.97;40.81;0.17;9.44;2.7
06-12-2014;2.75;40.62;0.01;3.78;3.66
07-12-2014;2.5;26.94;0.0;8.64;2.06
08-12-2014;3.85;36.38;0.0;10.8;1.87
09-12-2014;4.33;50.88;0.01;7.12;2.88
10-12-2014;4.52;58.81;0.05;5.3;2.82
11-12-2014;3.85;52.5;0.07;5.05;2.6
12-12-2014;2.81;43.94;0.0;3.7;2.3
13-12-2014;3.3;41.5;0.0;6.33;2.05
14-12-2014;3.78;49.75;0.21;5.69;2.7
15-12-2014;2.93;44.5;0.13;3.55;2.75
16-12-2014;2.99;45.31;0.1;4.01;2.65
17-12-2014;2.62;39.31;0.0;4.51;2.56
18-12-2014;2.44;34.75;0.0;5.62;2.48
19-12-2014;2.44;35.31;0.0;4.43;3.29
20-12-2014;2.81;56.75;0.94;-0.74;4.77
21-12-2014;2.44;64.75;0.0;-4.09;3.91
22-12-2014;1.53;33.88;0.0;-0.17;2.48
23-12-2014;1.71;22.38;0.0;7.27;2.27
24-12-2014;2.2;27.81;0.01;6.46;2.36
25-12-2014;3.05;37.44;0.0;7.18;2.48
26-12-2014;2.69;32.69;0.02;8.15;2.25
27-12-2014;3.23;37.56;0.19;7.73;2.33
28-12-2014;2.69;29.5;0.03;9.01;2.41
29-12-2014;4.09;46.5;0.17;8.26;2.86
30-12-2014;4.15;49.75;0.67;7.08;3.1
31-12-2014;4.58;67.0;0.0;3.73;5.01
01-01-2015;3.48;51.25;0.0;4.47;3.05
02-01-2015;3.05;39.75;0.0;6.25;2.65
03-01-2015;3.36;34.69;0.0;9.54;2.16
04-01-2015;4.27;39.75;0.01;11.68;2.02
05-01-2015;2.99;31.12;0.15;9.73;2.59
06-01-2015;4.21;40.5;0.1;9.88;2.77
07-01-2015;5.0;50.44;0.03;9.18;2.45
08-01-2015;2.81;33.19;0.0;7.74;3.02
09-01-2015;2.01;21.31;0.01;9.67;2.62
10-01-2015;2.87;31.31;0.02;9.63;2.55
11-01-2015;3.11;34.0;0.01;10.39;2.17
12-01-2015;2.87;29.25;0.0;9.89;2.0
13-01-2015;2.14;25.25;0.08;8.13;2.3
14-01-2015;2.62;27.75;0.19;10.33;2.02
15-01-2015;3.91;37.88;0.06;11.04;2.18
16-01-2015;3.11;29.12;0.08;11.21;2.16
17-01-2015;4.09;36.12;0.3;12.05;1.93
18-01-2015;3.36;33.25;0.02;11.19;2.25
19-01-2015;3.72;39.81;0.06;9.91;2.0
20-01-2015;4.21;42.31;0.01;10.69;2.2
21-01-2015;3.85;34.94;0.0;11.51;2.32
22-01-2015;2.75;26.0;0.01;10.91;2.46
23-01-2015;2.81;25.56;0.02;12.49;2.23
24-01-2015;3.72;29.5;0.03;13.75;2.04
25-01-2015;4.82;38.12;0.05;13.59;2.27
26-01-2015;5.55;45.44;0.01;12.62;2.41
27-01-2015;3.85;37.94;0.07;9.97;2.84
28-01-2015;3.48;36.62;0.09;9.22;2.34
29-01-2015;4.09;37.44;0.01;11.59;2.01
30-01-2015;3.36;29.12;0.02;12.1;2.2
31-01-2015;2.75;24.81;0.0;11.78;2.3
01-02-2015;2.14;20.19;0.14;11.23;2.37
02-02-2015;3.48;32.19;0.31;11.19;2.4
03-02-2015;1.71;17.94;0.01;9.85;2.7
04-02-2015;1.4;13.75;0.38;10.18;2.57
05-02-2015;2.14;19.25;0.09;12.01;2.42
06-02-2015;3.11;27.25;2.27;12.65;2.22
07-02-2015;4.03;43.31;0.97;9.23;2.57
08-02-2015;4.39;51.88;0.0;6.87;2.95
09-02-2015;4.15;56.56;0.0;4.38;3.21
10-02-2015;3.85;47.31;0.0;6.79;2.32
11-02-2015;4.33;45.5;0.0;9.0;1.99
12-02-2015;3.3;35.0;0.0;9.9;1.77
13-02-2015;3.23;34.0;0.0;10.77;2.44
14-02-2015;2.38;23.94;0.94;10.13;2.38
15-02-2015;3.3;33.81;0.45;10.06;2.02
16-02-2015;2.69;24.19;0.27;11.5;1.86
17-02-2015;3.48;38.69;0.34;8.94;2.52
18-02-2015;2.56;39.06;0.08;3.73;2.95
19-02-2015;2.81;44.94;0.11;2.88;2.65
20-02-2015;4.09;66.75;0.01;1.55;1.62
21-02-2015;3.6;51.69;0.0;4.69;2.27
22-02-2015;3.72;42.94;0.0;7.57;2.27
23-02-2015;4.58;46.31;0.0;10.48;2.11
24-02-2015;5.62;55.56;0.21;9.48;2.52
25-02-2015;4.09;46.75;0.53;8.23;1.73
26-02-2015;4.27;48.12;0.01;8.17;1.88
27-02-2015;4.94;57.19;0.09;7.65;1.43
28-02-2015;5.25;64.0;1.13;6.16;2.24
01-03-2015;2.99;45.0;0.0;5.09;2.71
02-03-2015;3.54;44.0;0.1;6.4;2.56
03-03-2015;2.56;32.88;0.01;6.17;2.48
04-03-2015;2.32;26.94;0.0;7.65;2.17
05-03-2015;2.38;21.62;0.01;11.44;1.57
06-03-2015;3.48;32.5;0.0;12.18;1.73
07-03-2015;2.81;23.56;0.0;13.01;1.49
08-03-2015;5.8;43.75;0.74;14.01;1.81
09-03-2015;5.86;47.88;1.71;13.17;1.91
10-03-2015;4.15;33.44;0.06;14.44;1.68
11-03-2015;4.27;34.06;0.0;14.08;1.98
12-03-2015;2.32;20.56;0.04;11.69;1.93
13-03-2015;2.38;27.56;0.23;7.81;2.64
14-03-2015;1.46;19.5;0.06;6.89;2.24
15-03-2015;1.1;10.44;0.0;10.56;1.62
16-03-2015;1.65;15.56;0.0;10.98;1.81
17-03-2015;2.87;24.25;0.0;12.34;1.87
18-03-2015;2.32;23.69;0.0;10.32;2.01
19-03-2015;1.34;12.44;0.0;10.64;1.99
20-03-2015;2.62;27.31;0.0;9.04;1.95
21-03-2015;2.56;27.25;0.0;8.8;1.99
22-03-2015;3.78;42.0;0.0;7.43;2.04
23-03-2015;3.17;36.19;0.51;6.82;0.94
24-03-2015;5.07;80.62;3.86;1.83;1.05
25-03-2015;4.82;73.25;1.13;2.97;1.45
26-03-2015;4.39;73.88;0.66;1.12;1.26
27-03-2015;3.91;53.0;0.01;4.82;1.3
28-03-2015;4.64;59.69;0.03;6.4;1.58
29-03-2015;3.91;47.81;0.02;6.65;2.13
30-03-2015;3.3;57.94;0.01;1.51;2.39
31-03-2015;1.53;25.69;0.0;4.27;1.9
01-04-2015;1.46;19.62;0.0;5.68;2.34
02-04-2015;2.01;24.5;0.0;6.74;2.12
03-04-2015;2.69;37.25;0.0;4.95;2.07
04-04-2015;2.81;41.19;0.0;3.94;1.86
05-04-2015;1.83;27.75;0.02;4.54;1.92
06-04-2015;2.32;29.62;0.05;6.63;1.6
07-04-2015;2.44;35.75;0.09;3.17;2.57
08-04-2015;1.77;24.5;0.04;4.55;2.24
09-04-2015;1.28;15.62;0.0;6.86;1.84
10-04-2015;1.95;18.69;0.0;9.62;1.41
11-04-2015;1.4;16.0;0.0;8.49;1.78
12-04-2015;1.46;17.06;0.0;7.42;1.98
13-04-2015;2.56;38.5;0.0;3.92;1.98
14-04-2015;2.81;49.0;0.0;2.36;2.47
15-04-2015;2.75;46.38;0.03;2.45;2.38
16-04-2015;2.62;56.56;0.01;-1.09;3.49
17-04-2015;1.46;26.19;0.01;1.58;2.48
18-04-2015;1.4;24.75;0.0;2.87;3.09
19-04-2015;2.32;46.88;0.17;-0.52;2.99
20-04-2015;2.32;46.81;0.03;-0.79;1.47
21-04-2015;2.44;39.0;0.03;1.94;1.12
22-04-2015;1.83;28.88;0.0;3.84;1.57
23-04-2015;0.98;13.62;0.0;4.37;1.62
24-04-2015;1.04;12.62;0.0;6.9;1.44
25-04-2015;1.1;11.75;0.01;8.9;1.27
26-04-2015;1.89;20.06;0.0;8.74;1.32
27-04-2015;1.95;23.12;0.0;7.09;1.27
28-04-2015;1.28;16.88;0.05;5.64;1.69
29-04-2015;2.08;29.62;0.02;4.19;2.09
30-04-2015;2.2;29.12;0.0;5.19;1.77
01-05-2015;2.32;43.69;0.04;0.83;3.54
02-05-2015;3.05;76.56;0.08;-3.26;3.63
03-05-2015;1.89;48.31;0.0;-2.7;2.47
04-05-2015;0.92;19.56;0.0;-0.63;2.3
05-05-2015;1.4;27.94;0.0;0.07;1.84
06-05-2015;1.16;19.5;0.0;2.08;1.43
07-05-2015;2.44;44.94;0.0;0.84;2.2
08-05-2015;2.81;55.19;0.0;-0.28;2.66
09-05-2015;2.08;45.81;0.0;-1.71;2.38
10-05-2015;1.04;16.81;0.0;3.07;1.06
11-05-2015;0.92;13.31;0.0;3.9;1.21
12-05-2015;2.14;37.0;0.71;1.23;1.67
13-05-2015;1.59;26.88;0.0;2.09;1.53
14-05-2015;1.77;29.81;0.0;2.11;1.77
15-05-2015;1.65;27.62;0.0;1.61;1.27
16-05-2015;1.65;28.19;0.0;2.22;1.76
17-05-2015;1.46;24.94;0.0;1.92;1.77
18-05-2015;1.95;30.94;0.0;2.81;1.89
19-05-2015;1.83;26.38;0.0;4.77;1.7
20-05-2015;2.38;44.94;0.0;0.88;2.69
21-05-2015;2.08;46.88;0.0;-0.86;2.49
22-05-2015;1.83;40.75;0.0;-1.83;2.51
23-05-2015;1.65;45.44;0.0;-3.79;2.73
24-05-2015;1.16;36.69;0.0;-5.17;2.16
25-05-2015;1.59;37.19;0.0;-2.81;1.91
26-05-2015;2.14;50.06;0.0;-1.54;1.77
27-05-2015;1.77;33.69;0.0;0.65;1.42
28-05-2015;2.26;44.75;0.01;-0.39;2.3
29-05-2015;2.75;67.56;0.07;-3.27;2.51
30-05-2015;1.59;46.69;0.0;-5.2;2.2
31-05-2015;0.92;22.75;0.0;-3.2;2.29
01-06-2015;2.14;43.25;0.0;-1.38;3.05
02-06-2015;2.81;50.94;0.0;0.47;2.89
03-06-2015;2.2;41.81;0.0;-0.27;3.44
04-06-2015;1.04;19.56;0.0;0.75;3.12
05-06-2015;1.28;23.81;0.01;0.68;5.17
06-06-2015;3.54;72.62;0.06;-1.45;5.88
07-06-2015;2.08;45.81;0.0;-1.49;3.31
08-06-2015;1.22;30.31;0.0;-3.31;4.2
09-06-2015;2.08;54.75;0.02;-4.64;4.7
10-06-2015;2.99;86.75;0.0;-5.51;4.52
11-06-2015;1.34;44.38;0.0;-5.09;1.66
12-06-2015;1.16;37.12;0.0;-5.5;1.91
13-06-2015;1.46;63.88;0.0;-10.23;3.59
14-06-2015;0.79;35.88;0.0;-8.01;2.01
15-06-2015;0.73;12.62;0.0;0.27;1.16
16-06-2015;0.61;16.62;0.0;-4.21;2.37
17-06-2015;0.49;16.38;0.0;-5.49;1.79
18-06-2015;0.73;15.0;0.0;-0.45;1.27
19-06-2015;1.22;21.19;0.0;0.76;2.51
20-06-2015;1.89;33.94;0.0;0.56;2.93
21-06-2015;2.14;38.75;0.0;0.08;1.76
22-06-2015;1.77;35.38;0.0;-0.77;2.3
23-06-2015;1.83;30.69;0.08;1.05;1.09
24-06-2015;2.5;47.38;0.11;0.4;2.3
25-06-2015;1.77;40.62;0.0;-1.67;2.25
26-06-2015;0.61;9.88;0.0;2.89;1.21
27-06-2015;0.43;7.81;0.0;1.48;1.23
28-06-2015;0.67;13.94;0.0;-0.63;1.41
29-06-2015;0.85;18.12;0.0;-1.1;1.12
30-06-2015;1.59;30.94;0.0;-0.81;1.51
01-07-2015;2.5;59.94;0.0;-3.18;1.59
02-07-2015;2.62;77.94;0.0;-5.99;2.02
03-07-2015;0.49;14.81;0.0;-3.26;1.0
04-07-2015;0.61;16.31;0.0;-2.6;1.76
05-07-2015;2.32;69.31;2.48;-6.24;3.52
06-07-2015;2.56;80.69;0.19;-6.72;1.89
07-07-2015;1.77;52.94;0.0;-4.52;1.66
08-07-2015;2.01;52.81;0.18;-4.1;3.24
09-07-2015;2.44;67.62;0.33;-4.39;3.24
10-07-2015;3.17;86.81;0.12;-4.92;3.24
11-07-2015;3.11;87.94;4.16;-5.31;5.77
12-07-2015;2.75;90.38;14.72;-7.31;6.72
13-07-2015;1.65;83.38;0.18;-11.67;2.72
14-07-2015;0.98;52.88;0.0;-11.29;1.54
15-07-2015;1.53;62.25;0.07;-9.86;2.38
16-07-2015;1.16;46.69;0.02;-8.08;2.33
17-07-2015;1.34;33.06;0.11;-3.13;2.57
18-07-2015;2.38;64.94;0.15;-4.81;3.18
19-07-2015;1.95;76.44;0.19;-9.12;2.94
20-07-2015;0.73;23.62;0.0;-6.52;1.55
21-07-2015;1.65;36.19;0.0;-2.35;1.77
22-07-2015;1.95;53.25;0.0;-4.61;1.64
23-07-2015;1.95;43.19;0.0;-1.38;1.16
24-07-2015;1.71;31.62;0.46;-0.09;1.46
25-07-2015;2.08;36.75;0.0;0.47;2.04
26-07-2015;2.2;37.5;0.0;1.19;3.39
27-07-2015;2.69;60.75;0.09;-2.27;5.05
28-07-2015;3.23;84.5;0.04;-4.28;3.43
29-07-2015;2.69;62.75;0.0;-1.89;2.54
30-07-2015;2.26;56.62;5.26;-3.49;2.85
31-07-2015;2.08;65.25;0.52;-5.63;3.22
01-08-2015;2.69;71.56;0.18;-4.49;5.16
02-08-2015;2.99;82.12;0.77;-5.01;5.48
03-08-2015;2.81;67.94;0.01;-3.59;2.33
04-08-2015;2.5;51.31;0.0;-0.56;2.36
05-08-2015;2.99;74.5;6.36;-3.86;4.45
06-08-2015;3.54;93.94;29.01;-4.98;4.33
07-08-2015;3.6;91.5;8.46;-4.33;2.77
08-08-2015;3.48;89.5;4.78;-4.6;3.48
09-08-2015;2.32;93.62;4.46;-9.54;3.45
10-08-2015;2.08;95.44;1.39;-11.56;1.93
11-08-2015;1.77;80.0;0.1;-11.36;1.41
12-08-2015;2.5;91.0;4.61;-8.49;1.4
13-08-2015;2.2;85.5;0.08;-9.41;1.13
14-08-2015;1.89;91.75;0.01;-12.25;2.3
15-08-2015;1.65;70.0;0.0;-10.68;2.34
16-08-2015;2.38;74.81;0.01;-6.96;1.05
17-08-2015;2.2;42.81;0.0;-1.6;0.79
18-08-2015;1.65;25.06;0.0;2.28;1.07
19-08-2015;2.14;35.25;0.0;1.48;1.32
20-08-2015;3.42;65.25;0.0;-0.35;1.62
21-08-2015;2.75;66.88;0.83;-3.16;5.17
22-08-2015;1.77;53.88;0.05;-5.67;4.87
23-08-2015;2.62;54.31;0.0;-0.95;2.22
24-08-2015;2.81;51.62;0.0;0.65;2.35
25-08-2015;3.36;75.94;0.33;-2.68;5.54
26-08-2015;1.95;58.56;0.04;-4.99;3.66
27-08-2015;2.56;51.38;0.0;-1.11;3.51
28-08-2015;1.53;27.88;0.0;0.41;6.55
29-08-2015;2.38;40.06;0.0;1.61;3.99
30-08-2015;2.75;43.06;0.0;2.89;3.41
31-08-2015;2.32;34.69;0.0;3.87;2.48
01-09-2015;2.14;34.56;0.0;3.07;2.66
02-09-2015;2.5;47.31;0.0;0.83;2.69
03-09-2015;1.89;36.5;0.0;1.06;2.16
04-09-2015;1.71;26.81;0.0;3.05;1.96
05-09-2015;1.71;23.69;0.01;5.05;1.23
06-09-2015;3.3;64.56;3.38;-0.4;3.59
07-09-2015;3.05;82.69;9.73;-4.81;4.83
08-09-2015;2.14;58.88;0.04;-4.47;3.49
09-09-2015;2.69;84.5;0.83;-6.63;4.75
10-09-2015;2.14;75.94;0.02;-7.77;3.79
11-09-2015;1.04;28.62;0.0;-5.26;1.8
12-09-2015;1.28;32.75;0.0;-3.04;2.34
13-09-2015;1.71;35.56;0.18;-1.25;2.53
14-09-2015;2.32;48.75;0.01;-1.36;4.7
15-09-2015;1.95;54.88;0.01;-5.03;4.47
16-09-2015;2.56;76.94;0.05;-5.84;3.41
17-09-2015;2.62;77.69;0.01;-5.56;3.38
18-09-2015;1.71;53.62;0.0;-4.94;2.52
19-09-2015;1.65;36.69;0.0;-1.89;2.33
20-09-2015;3.42;67.56;0.03;-0.63;2.12
21-09-2015;3.11;69.25;0.04;-1.96;2.92
22-09-2015;3.11;72.81;0.06;-2.85;3.65
23-09-2015;2.62;70.81;0.06;-4.16;2.78
24-09-2015;2.44;80.94;5.22;-7.17;3.66
25-09-2015;1.53;39.12;0.14;-3.63;1.48
26-09-2015;2.38;64.94;0.04;-4.55;2.45
27-09-2015;3.11;70.81;0.0;-2.31;3.78
28-09-2015;3.91;77.5;0.01;-0.51;3.91
29-09-2015;3.3;63.19;0.0;0.19;2.44
30-09-2015;3.48;63.88;0.04;0.9;2.77
01-10-2015;3.48;74.5;8.1;-1.7;3.55
02-10-2015;2.44;54.12;0.03;-0.38;2.65
03-10-2015;4.15;72.94;0.14;0.73;2.55
04-10-2015;3.72;77.88;1.32;-1.68;5.18
05-10-2015;3.11;70.0;0.8;-2.25;4.9
06-10-2015;2.99;74.06;0.09;-3.43;4.62
07-10-2015;2.01;62.44;0.04;-5.83;3.9
08-10-2015;1.16;38.25;0.11;-6.46;2.67
09-10-2015;1.34;39.0;0.17;-4.62;1.86
10-10-2015;1.89;48.12;0.02;-3.23;2.03
11-10-2015;1.16;29.12;0.0;-2.6;2.22
12-10-2015;2.2;48.62;0.06;-1.3;3.27
13-10-2015;3.11;68.94;3.07;-2.41;4.2
14-10-2015;2.62;79.75;11.7;-6.35;4.87
15-10-2015;1.89;65.56;1.64;-7.1;2.98
16-10-2015;2.14;52.56;0.01;-3.5;2.16
17-10-2015;2.56;45.56;0.0;0.76;1.62
18-10-2015;3.11;51.06;0.01;2.4;2.86
19-10-2015;3.66;82.62;11.09;-2.84;3.64
20-10-2015;2.62;61.31;0.0;-2.68;3.15
21-10-2015;2.87;68.19;0.0;-2.45;2.84
22-10-2015;2.38;46.88;0.0;0.12;2.57
23-10-2015;2.81;46.0;0.0;2.52;2.9
24-10-2015;3.54;67.81;0.0;0.08;3.71
25-10-2015;2.87;62.06;0.0;-0.83;3.36
26-10-2015;2.56;46.25;0.01;1.46;2.73
27-10-2015;2.93;42.31;0.0;3.95;2.56
28-10-2015;3.6;55.19;0.58;3.49;2.76
29-10-2015;3.54;60.88;0.11;1.72;2.61
30-10-2015;3.05;56.75;0.11;1.29;2.55
31-10-2015;2.99;48.31;0.04;2.37;2.03
01-11-2015;3.17;50.44;0.0;2.51;1.69
02-11-2015;3.6;63.81;0.58;0.86;2.28
03-11-2015;3.54;62.69;1.3;0.85;1.23
04-11-2015;3.78;66.12;1.51;1.28;1.6
05-11-2015;3.48;62.75;0.07;0.85;1.32
06-11-2015;3.91;65.44;0.0;2.05;1.55
07-11-2015;3.42;56.56;0.05;2.46;2.34
08-11-2015;2.62;48.06;0.0;1.01;2.6
09-11-2015;2.93;56.75;0.1;0.19;3.51
10-11-2015;3.42;60.69;0.32;1.23;2.95
11-11-2015;4.09;68.81;3.21;2.33;1.77
12-11-2015;3.85;72.44;2.91;-0.0;2.72
13-11-2015;2.2;30.88;0.0;4.94;2.44
14-11-2015;2.69;34.5;0.0;5.97;2.45
15-11-2015;3.3;46.62;0.07;4.32;2.8
16-11-2015;3.3;53.25;0.01;2.54;3.24
17-11-2015;2.99;57.38;0.0;0.55;3.5
18-11-2015;2.5;57.12;0.42;-1.98;4.67
19-11-2015;1.83;48.38;0.29;-2.82;3.41
20-11-2015;2.32;41.88;0.0;1.83;2.94
21-11-2015;2.93;53.88;0.0;0.48;3.2
22-11-2015;2.75;45.56;0.0;2.27;2.54
23-11-2015;2.93;53.5;0.22;1.08;3.23
24-11-2015;2.62;48.81;0.0;0.44;3.95
25-11-2015;2.99;54.0;0.01;0.86;3.37
26-11-2015;3.48;64.56;0.56;0.47;3.66
27-11-2015;2.08;45.25;0.0;0.05;2.75
28-11-2015;2.26;36.75;0.0;3.5;1.96
29-11-2015;3.42;53.75;0.0;3.78;1.62
30-11-2015;3.78;57.06;0.0;3.9;2.3
01-12-2015;2.56;35.12;0.51;5.23;1.63
02-12-2015;3.11;46.06;0.36;4.41;3.0
03-12-2015;2.26;34.44;0.0;3.55;2.82
04-12-2015;3.48;46.25;0.63;5.19;2.23
05-12-2015;4.82;56.0;0.66;7.39;1.24
06-12-2015;4.15;51.06;0.01;6.51;2.01
07-12-2015;4.15;51.62;0.09;6.3;2.49
08-12-2015;3.78;57.69;0.0;4.02;2.88
09-12-2015;3.42;49.62;0.0;4.59;2.22
10-12-2015;3.42;44.38;0.0;6.14;2.49
11-12-2015;3.54;43.06;0.0;6.5;2.8
12-12-2015;4.03;54.5;0.01;4.87;3.63
13-12-2015;3.48;53.19;0.0;3.25;3.63
14-12-2015;2.62;39.69;0.0;3.67;3.27
15-12-2015;3.17;41.44;0.01;6.4;2.36
16-12-2015;3.48;49.06;0.66;4.66;2.95
17-12-2015;3.54;59.25;0.68;2.18;3.33
18-12-2015;2.38;37.75;0.08;3.72;2.75
19-12-2015;2.44;32.56;0.0;5.63;2.16
20-12-2015;2.81;38.38;0.05;5.31;2.86
21-12-2015;2.56;40.88;0.06;3.37;3.18
22-12-2015;2.81;44.06;0.0;3.84;3.64
23-12-2015;2.32;31.69;0.0;5.01;3.14
24-12-2015;2.32;25.94;0.0;8.95;2.21
25-12-2015;2.56;25.25;0.11;10.16;2.2
26-12-2015;2.32;22.75;0.59;10.56;2.28
27-12-2015;2.75;23.88;0.09;12.16;2.14
28-12-2015;4.21;38.44;0.13;11.49;2.33
29-12-2015;3.78;39.5;1.25;9.62;2.46
30-12-2015;4.15;48.12;0.33;7.73;2.79
31-12-2015;3.91;43.62;0.07;8.52;2.4
01-01-2016;3.78;41.19;1.69;8.79;2.72
02-01-2016;3.42;37.56;0.24;8.86;2.22
03-01-2016;3.97;47.31;1.22;7.33;2.75
04-01-2016;4.76;61.0;4.97;5.4;2.46
05-01-2016;5.8;70.69;1.96;6.09;2.16
06-01-2016;5.49;62.19;0.87;7.48;1.91
07-01-2016;6.1;65.75;3.53;7.99;2.52
08-01-2016;4.52;58.56;0.3;5.41;2.78
09-01-2016;4.21;49.06;1.1;7.55;2.75
10-01-2016;3.48;38.75;0.21;8.5;2.46
11-01-2016;4.39;47.69;0.14;8.69;2.98
12-01-2016;3.91;50.69;0.03;5.56;3.53
13-01-2016;2.93;34.12;0.0;7.8;2.59
14-01-2016;3.17;37.56;0.64;7.3;2.94
15-01-2016;2.99;34.06;3.06;8.14;2.48
16-01-2016;2.75;30.38;0.07;9.01;2.41
17-01-2016;2.69;26.56;0.71;10.62;2.34
18-01-2016;2.99;25.69;0.0;13.18;1.95
19-01-2016;4.82;36.5;0.0;15.34;1.79
20-01-2016;5.55;39.38;0.01;15.22;1.6
21-01-2016;6.59;48.5;0.0;14.44;2.02
22-01-2016;4.46;32.5;0.0;15.2;1.98
